STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,IT,Italy,2020,,1.24,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,IT,Italy,2021,,1.25,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,IT,Italy,2022,,1.24,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,IT,Italy,2023,,1.21,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2013,,1.59,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2014,,1.57,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2015,,1.63,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2016,,1.63,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2017,,1.57,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2018,,1.53,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2019,,1.43,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2020,,1.36,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2021,,1.36,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2022,,1.27,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LT,Lithuania,2023,,1.18,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2013,,1.55,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2014,,1.50,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2015,,1.47,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2016,,1.41,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2017,,1.39,,b,break in time series,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2018,,1.38,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2019,,1.34,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2020,,1.36,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2021,,1.38,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2022,,1.31,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LU,Luxembourg,2023,,1.25,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2013,,1.52,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2014,,1.65,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2015,,1.70,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2016,,1.74,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2017,,1.69,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2018,,1.60,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2019,,1.61,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2020,,1.55,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2021,,1.57,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2022,,1.47,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,LV,Latvia,2023,,1.36,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2013,,1.36,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2014,,1.38,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2015,,1.37,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2016,,1.37,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2017,,1.26,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2018,,1.23,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2019,,1.14,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2020,,1.14,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2021,,1.13,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2022,,1.08,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,MT,Malta,2023,,1.06,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2013,,1.68,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2014,,1.71,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2015,,1.66,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2016,,1.66,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2017,,1.62,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2018,,1.59,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2019,,1.57,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2020,,1.54,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2021,,1.62,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2022,,1.49,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,NL,Netherlands,2023,,1.43,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2013,,1.29,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2014,,1.32,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2015,,1.32,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2016,,1.39,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2017,,1.48,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2018,,1.46,,e,estimated,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2019,,1.44,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2020,,1.39,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2021,,1.33,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2022,,1.29,,b,break in time series,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PL,Poland,2023,,1.20,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2013,,1.21,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2014,,1.24,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2015,,1.31,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2016,,1.37,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2017,,1.38,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2018,,1.42,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2019,,1.44,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2020,,1.42,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2021,,1.35,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2022,,1.43,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,PT,Portugal,2023,,1.45,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2013,,1.46,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2014,,1.56,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2015,,1.62,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2016,,1.69,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2017,,1.78,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2018,,1.76,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2019,,1.77,,e,estimated,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2020,,1.80,,e,estimated,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2021,,1.81,,e,estimated,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2022,,1.71,,e,estimated,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,RO,Romania,2023,,1.54,,e,estimated,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2013,,1.89,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2014,,1.88,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2015,,1.85,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2016,,1.85,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2017,,1.78,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2018,,1.76,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2019,,1.71,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2020,,1.67,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2021,,1.67,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2022,,1.53,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SE,Sweden,2023,,1.45,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2013,,1.55,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2014,,1.58,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2015,,1.57,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2016,,1.58,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2017,,1.62,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2018,,1.60,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2019,,1.61,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2020,,1.59,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2021,,1.64,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2022,,1.55,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SI,Slovenia,2023,,1.51,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2013,,1.34,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2014,,1.37,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2015,,1.40,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2016,,1.48,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2017,,1.52,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2018,,1.54,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2019,,1.57,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2020,,1.59,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2021,,1.63,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2022,,1.57,,,,,
dataflow,ESTAT:TPS00199(1.0),Total fertility rate,A,Annual,TOTFERRT,Total fertility rate,SK,Slovakia,2023,,1.49,,,,,
